ID del Pedido,fecha_envio,Region,categoria,nombre_producto,venta,cantidad,descuento,ganancia
CA-2015-149587,02/05/2015,Centro,Muebles,"Seth Thomas 13 1/2"" Wall Clock",53.34,3,0,16.5354
CA-2015-149587,02/05/2015,Centro,Suministros de oficina,Ibico Standard Transparent Covers,32.96,2,0,16.1504
US-2017-109484,11/12/2017,Oeste,Suministros de oficina,Flexible Leather- Look Classic Collection Ring Archivador,5.682,1,0.7,-3.788
CA-2017-161018,11/11/2017,Este,Muebles,9-3/4 Diameter Round Wall Clock,96.53,7,0,40.5426
CA-2017-157833,6/20/2017,Oeste,Suministros de oficina,Trimflex Flexible Post Archivadors,51.312,3,0.2,17.9592
CA-2016-149223,09/11/2016,Centro,Suministros de oficina,Fellowes Basic Home/Office Series Surge Protectors,77.88,6,0,22.5852
CA-2016-158568,09/02/2016,Centro,Suministros de oficina,Avery Personal Creations Heavyweight Cards,64.624,7,0.2,22.6184
CA-2016-158568,09/02/2016,Centro,Tecnología,SanDisk Ultra 64 GB MicroSDHC Class 10 Memory Card,95.976,3,0.2,-10.7973
CA-2016-158568,09/02/2016,Centro,Suministros de oficina,Avery Hidden Tab Dividers for Binding Systems,1.788,3,0.8,-3.0396
CA-2016-129903,12/04/2016,Centro,Suministros de oficina,Universal Premium White Fotocopiadora/Laser Paper (20Lb. and 87 Bright),23.92,4,0,11.7208
US-2015-156867,11/17/2015,Oeste,Tecnología,Logitech K350 2.4Ghz Wireless Keyboard,238.896,6,0.2,-26.8758
US-2015-156867,11/17/2015,Oeste,Muebles,"Deflect-o DuraMat Lighweight, Studded, Beveled Mat for Low Pile Carpeting",102.36,3,0.2,-3.8385
US-2015-156867,11/17/2015,Oeste,Suministros de oficina,"Avery Trapezoid Ring Archivador, 3"" Capacity, Black, 1040 sheets",36.882,3,0.7,-25.8174
CA-2017-119004,11/28/2017,Sur,Tecnología,Memorex Mini Travel Drive 8 GB USB 2.0 Flash Drive,74.112,8,0.2,17.6016
CA-2017-119004,11/28/2017,Sur,Tecnología,Speck Products Candyshell Flip Case,27.992,1,0.2,2.0994
CA-2017-119004,11/28/2017,Sur,Suministros de oficina,Newell Chalk Holder,3.304,1,0.2,1.0738
CA-2015-129476,10/20/2015,Centro,Tecnología,Logitech Gaming G510s - Keyboard,339.96,5,0.2,67.992
CA-2017-146780,12/30/2017,Este,Muebles,Magnifier Swing Arm Lamp,41.96,2,0,10.9096
CA-2016-128867,11/10/2016,Centro,Suministros de oficina,"Hunt PowerHouse Electric Pencil Sharpener, Blue",75.96,2,0,22.788
CA-2016-128867,11/10/2016,Centro,Suministros de oficina,"Avery Durable Plastic 1"" Archivadors",27.24,6,0,13.3476
CA-2014-115259,8/27/2014,Este,Suministros de oficina,"OIC Colored Archivador Clips, Assorted Sizes",40.096,14,0.2,14.5348
CA-2014-115259,8/27/2014,Este,Suministros de oficina,"Redi-Strip #10 Sobres, 4 1/8 x 9 1/2",4.72,2,0.2,1.652
CA-2014-115259,8/27/2014,Este,Suministros de oficina,Xerox 1921,23.976,3,0.2,7.4925
CA-2014-115259,8/27/2014,Este,Suministros de oficina,"Tyvek  Top-Opening Peel & Seel Sobres, Plain White",130.464,6,0.2,44.0316
CA-2015-110457,03/06/2015,Oeste,Muebles,Hon Racetrack Conference Mesas,787.53,3,0,165.3813
US-2015-136476,04/10/2015,Sur,Suministros de oficina,GBC DocuBind 300 Electric Binding Máquina,157.794,1,0.7,-115.7156
CA-2016-103730,6/15/2016,Este,Muebles,Artistic Insta-Plaque,47.04,3,0,18.3456
CA-2016-103730,6/15/2016,Este,Suministros de oficina,DXL Angle-View Archivadors with Locking Rings by Samsill,30.84,4,0,13.878
CA-2016-103730,6/15/2016,Este,Suministros de oficina,"Companion Letter/Legal File, Black",226.56,6,0,63.4368
CA-2016-103730,6/15/2016,Este,Suministros de oficina,Globe Weis Peel & Seel First Class Sobres,115.02,9,0,51.759
CA-2016-103730,6/15/2016,Este,Tecnología,KLD Oscar II Style Snap-on Ultra Thin Side Flip Synthetic Leather Cover Case for HTC One HTC M7,68.04,7,0,19.7316
US-2014-152030,12/28/2014,Centro,Muebles,Global Deluxe High-Back Manager's Silla,600.558,3,0.3,-8.5794
US-2014-134614,9/25/2014,Centro,Muebles,Bevis 44 x 96 Conference Mesas,617.7,6,0.5,-407.682
US-2017-107272,11/12/2017,Oeste,Suministros de oficina,"Avery Durable Slant Ring Archivadors, No Labels",2.388,2,0.7,-1.8308
US-2017-107272,11/12/2017,Oeste,Suministros de oficina,"Trav-L-File Heavy-Duty Shuttle II, Black",243.992,7,0.2,30.499
US-2016-125969,11/10/2016,Oeste,Muebles,"Global Task Silla, Black",81.424,2,0.2,-9.1602
US-2016-125969,11/10/2016,Oeste,Muebles,Eldon Cleatmat Plus Silla Mats for High Pile Carpets,238.56,3,0,26.2416
US-2017-164147,02/05/2017,Este,Tecnología,Anker 36W 4-Port USB Wall Charger Travel Power Adapter for iTeléfono 5s 5c 5,59.97,5,0.4,-11.994
US-2017-164147,02/05/2017,Este,Suministros de oficina,Xerox 1916,78.304,2,0.2,29.364
US-2017-164147,02/05/2017,Este,Suministros de oficina,Staples,21.456,9,0.2,6.9732
CA-2016-145583,10/19/2016,Oeste,Suministros de oficina,Xerox 195,20.04,3,0,9.6192
CA-2016-145583,10/19/2016,Oeste,Suministros de oficina,Xerox 1880,35.44,1,0,16.6568
CA-2016-145583,10/19/2016,Oeste,Suministros de oficina,"Sanford Colorific Colored Pencils, 12/Box",11.52,4,0,3.456
CA-2016-145583,10/19/2016,Oeste,Suministros de oficina,Ideal Clamps,4.02,2,0,1.9698
CA-2016-145583,10/19/2016,Oeste,Suministros de oficina,GBC Wire Binding Strips,76.176,3,0.2,26.6616
CA-2016-145583,10/19/2016,Oeste,Suministros de oficina,Fiskars Softgrip Scissors,65.88,6,0,18.4464
CA-2016-145583,10/19/2016,Oeste,Muebles,Longer-Life Soft White Bulbs,43.12,14,0,20.6976
CA-2016-110366,09/07/2016,Este,Muebles,"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock",82.8,2,0.2,10.35
CA-2017-106180,9/23/2017,Oeste,Suministros de oficina,Newell 343,8.82,3,0,2.3814
CA-2017-106180,9/23/2017,Oeste,Suministros de oficina,Convenience Packs of Business Sobres,10.86,3,0,5.1042
CA-2017-106180,9/23/2017,Oeste,Suministros de oficina,Xerox 1911,143.7,3,0,68.976
CA-2017-155376,12/27/2017,Centro,Suministros de oficina,Sanyo 2.5 Cubic Foot Mid-Size Office Refrigerators,839.43,3,0,218.2518
CA-2015-110744,09/12/2015,Oeste,Suministros de oficina,Safco Industrial Wire Shelving,671.93,7,0,20.1579
CA-2014-110072,10/28/2014,Este,Muebles,"Seth Thomas 14"" Putty-Colored Wall Clock",93.888,4,0.2,12.9096
CA-2016-114489,12/09/2016,Centro,Tecnología,Plantronics Cordless Teléfono Headset with In-line Volume - M214C,384.45,11,0,103.8015
CA-2016-114489,12/09/2016,Centro,Tecnología,Anker Astro 15000mAh USB Portable Charger,149.97,3,0,5.9988
CA-2016-114489,12/09/2016,Centro,Muebles,"Hon Deluxe Fabric Upholstered Stacking Sillas, Rounded Back",1951.84,8,0,585.552
CA-2016-114489,12/09/2016,Centro,Suministros de oficina,GBC Prestige Therm-A-Bind Covers,171.55,5,0,80.6285
CA-2016-158834,3/16/2016,Oeste,Suministros de oficina,Belkin 7 Outlet SurgeMaster Surge Protector with Teléfono Protection,157.92,5,0.2,17.766
CA-2016-158834,3/16/2016,Oeste,Tecnología,Jabra BIZ 2300 Duo QD Duo Corded Headset,203.184,2,0.2,15.2388
CA-2015-124919,06/02/2015,Oeste,Suministros de oficina,Southworth 25% Cotton Antique Laid Paper & Sobres,58.38,7,0,26.271
CA-2015-124919,06/02/2015,Oeste,Suministros de oficina,Xerox 1883,105.52,4,0,48.5392
CA-2015-124919,06/02/2015,Oeste,Suministros de oficina,"Tenex Personal Project File with Scoop Front Design, Black",80.88,6,0,21.0288
CA-2015-118948,06/03/2015,Oeste,Suministros de oficina,Newell 311,6.63,3,0,1.7901
CA-2014-104269,03/06/2014,Oeste,Muebles,Global Deluxe High-Back Manager's Silla,457.568,2,0.2,51.4764
CA-2016-114104,11/24/2016,Centro,Suministros de oficina,Avery 519,14.62,2,0,6.8714
CA-2016-114104,11/24/2016,Centro,Tecnología,Avaya 5420 Digital phone,944.93,7,0,236.2325
CA-2016-162733,05/12/2016,Oeste,Suministros de oficina,Xerox 1920,5.98,1,0,2.691
CA-2015-119697,12/31/2015,Este,Tecnología,Lenovo 17-Key USB Numeric Keypad,54.384,2,0.2,1.3596
CA-2016-154508,11/20/2016,Oeste,Suministros de oficina,Staple envelope,28.4,5,0,13.348
CA-2016-113817,11/11/2016,Oeste,Suministros de oficina,Wilson Jones International Size A4 Ring Archivadors,27.68,2,0.2,9.688
CA-2014-139892,09/12/2014,Centro,Suministros de oficina,BIC Brite Liner Highlighters,9.936,3,0.2,2.7324
CA-2014-139892,09/12/2014,Centro,Tecnología,Lexmark MX611dhe Monochrome Laser Impresora,8159.952,8,0.4,-1359.992
CA-2014-139892,09/12/2014,Centro,Suministros de oficina,Space Solutions HD Industrial Steel Shelving.,275.928,3,0.2,-58.6347
CA-2014-139892,09/12/2014,Centro,Muebles,SAFCO Arco Folding Silla,1740.06,9,0.3,-24.858
CA-2014-139892,09/12/2014,Centro,Suministros de oficina,Sanford Liquid Accent Highlighters,32.064,6,0.2,6.8136
CA-2014-139892,09/12/2014,Centro,Suministros de oficina,Kensington 7 Outlet MasterPiece Power Center,177.98,5,0.8,-453.849
CA-2014-139892,09/12/2014,Centro,Tecnología,JBL Micro Wireless Portable Bluetooth Speaker,143.976,3,0.2,8.9985
CA-2014-118962,08/09/2014,Oeste,Suministros de oficina,"Adams Teléfono Message Book, Professional, 400 Message Capacity, 5 3/6 x 11",20.94,3,0,9.8418
CA-2014-118962,08/09/2014,Oeste,Suministros de oficina,Xerox 1913,110.96,2,0,53.2608
CA-2014-118962,08/09/2014,Oeste,Muebles,"Global Value Steno Silla, Gray",340.144,7,0.2,21.259
US-2014-100853,9/19/2014,Centro,Suministros de oficina,Kensington 7 Outlet MasterPiece HOMEOFFICE Power Control Center,52.448,2,0.8,-131.12
US-2014-100853,9/19/2014,Centro,Suministros de oficina,Avery 51,20.16,4,0.2,6.552
US-2017-152366,4/25/2017,Centro,Suministros de oficina,"Acco 7-Outlet Masterpiece Power Center, Wihtout Fax/Teléfono Line Protection",97.264,4,0.8,-243.16
US-2015-101511,11/23/2015,Este,Muebles,"Padded Folding Sillas, Black, 4/Carton",396.802,7,0.3,-11.3372
US-2015-101511,11/23/2015,Este,Suministros de oficina,Acme Rosewood Handle Letter Opener,15.88,5,0.2,-3.7715
CA-2015-137225,12/19/2015,Este,Suministros de oficina,"Sanford Colorific Eraseable Coloring Pencils, 12 Count",3.28,1,0,1.4104
CA-2014-166191,12/09/2014,Centro,Suministros de oficina,"Tenex File Box, Personal Filing Tote with Lid, Black",24.816,2,0.2,1.8612
CA-2014-166191,12/09/2014,Centro,Tecnología,Imation Secure+ Hardware Encrypted USB 2.0 Flash Drive; 16GB,408.744,7,0.2,76.6395
CA-2014-158274,11/24/2014,Sur,Tecnología,AT&T TR1909W,503.96,4,0,131.0296
CA-2014-158274,11/24/2014,Sur,Tecnología,Nokia Lumia 521 (T-Mobile),149.95,5,0,41.986
CA-2014-158274,11/24/2014,Sur,Tecnología,HP Standard 104 key PS/2 Keyboard,29,2,0,7.25
CA-2016-105018,12/02/2016,Este,Suministros de oficina,Avery Poly Archivador Pockets,7.16,2,0,3.4368
CA-2014-123260,8/30/2014,Oeste,Tecnología,SanDisk Ultra 32 GB MicroSDHC Class 10 Memory Card,176.8,8,0,22.984
CA-2016-157000,7/22/2016,Centro,Suministros de oficina,"Personal Filing Tote with Lid, Black/Gray",37.224,3,0.2,3.7224
CA-2016-157000,7/22/2016,Centro,Suministros de oficina,Southworth 25% Cotton Antique Laid Paper & Sobres,20.016,3,0.2,6.255
CA-2015-102281,10/14/2015,Este,Muebles,"Atlantic Metals Mobile 4-Shelf Libreros, Custom Colors",899.136,4,0.2,112.392
CA-2015-102281,10/14/2015,Este,Tecnología,I Need's 3d Hello Kitty Hybrid Silicone Case Cover for HTC One X 4g with 3d Hello Kitty Stylus Pen Green/pink,71.76,6,0,20.0928
CA-2015-102281,10/14/2015,Este,Suministros de oficina,Xerox 205,51.84,8,0,24.8832
CA-2015-102281,10/14/2015,Este,Muebles,"Atlantic Metals Mobile 3-Shelf Libreros, Custom Colors",626.352,3,0.2,46.9764
CA-2015-102281,10/14/2015,Este,Suministros de oficina,4009 Highlighters by Sanford,19.9,5,0,6.567
CA-2015-131457,11/06/2015,Oeste,Suministros de oficina,Poly String Tie Sobres,14.28,7,0,6.7116
CA-2014-140004,3/25/2014,Este,Suministros de oficina,"Binney & Smith Crayola Metallic Colored Pencils, 8-Color Set",7.408,2,0.2,1.2038
CA-2014-140004,3/25/2014,Este,Suministros de oficina,"Binney & Smith inkTank Erasable Desk Highlighter, Chisel Tip, Yellow, 12/Box",6.048,3,0.2,1.5876
CA-2017-107720,11/13/2017,Este,Suministros de oficina,Decoflex Hanging Personal Folder File,46.26,3,0,12.0276
US-2017-124303,7/13/2017,Este,Suministros de oficina,"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue",2.946,2,0.7,-2.2586
US-2017-124303,7/13/2017,Este,Suministros de oficina,"Wirebound Message Books, 5-1/2 x 4 Forms, 2 or 4 Forms per Page",16.056,3,0.2,5.8203
CA-2017-105074,6/29/2017,Este,Suministros de oficina,Southworth 25% Cotton Linen-Finish Paper & Sobres,21.744,3,0.2,6.795
CA-2014-133690,08/05/2014,Oeste,Muebles,BoxOffice By Design Rectangular and Half-Moon Meeting Room Mesas,218.75,2,0.5,-161.875
CA-2014-133690,08/05/2014,Oeste,Suministros de oficina,"Bravo II Megaboss 12-Amp Hard Body Upright, Replacement Belts, 2 Belts per Pack",2.6,1,0.2,0.2925
US-2017-116701,12/21/2017,Centro,Suministros de oficina,Eureka Sanitaire  Commercial Upright,66.284,2,0.8,-178.9668
CA-2017-126382,06/07/2017,Sur,Muebles,"Eldon 200 Class Desk Accessories, Burgundy",35.168,7,0.2,9.6712
CA-2017-108329,12/14/2017,Oeste,Tecnología,Nortel Business Series Terminal T7208 Digital phone,444.768,4,0.2,44.4768
CA-2017-135860,12/07/2017,Centro,Suministros de oficina,"Tennsco Lockers, Gray",83.92,4,0,5.8744
CA-2017-135860,12/07/2017,Centro,Tecnología,Panasonic KX-TG6844B Expandable Digital Cordless Telephone,131.98,2,0,35.6346
CA-2017-135860,12/07/2017,Centro,Suministros de oficina,"Avery Durable Slant Ring Archivadors, No Labels",15.92,4,0,7.4824
CA-2017-135860,12/07/2017,Centro,Suministros de oficina,"Advantus Push Pins, Aluminum Head",52.29,9,0,16.2099
CA-2017-135860,12/07/2017,Centro,Suministros de oficina,"Gould Plastics 18-Pocket Panel Bin, 34w x 5-1/4d x 20-1/2h",91.99,1,0,3.6796
CA-2015-101007,2/13/2015,Centro,Tecnología,Memorex Micro Travel Drive 8 GB,20.8,2,0.2,6.5
CA-2015-146262,01/09/2015,Este,Suministros de oficina,Avery 505,23.68,2,0.2,8.88
CA-2015-146262,01/09/2015,Este,Muebles,O'Sullivan 2-Door Barrister Librero in Odessa Pine,452.45,5,0.5,-244.323
CA-2015-146262,01/09/2015,Este,Tecnología,Speck Products Candyshell Flip Case,62.982,3,0.4,-14.6958
CA-2015-146262,01/09/2015,Este,Tecnología,Cisco 9971 IP Video Teléfono Charcoal,1188,9,0.7,-950.4
